UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,434445.839999999,0.0,434445.839999999,184972.31999999893,132881.62440441496,52090.69559558397,82862.63999999997,122478.47999999991,184972.31999999893,205305.5768100532,192,2267136,0,-40,E1.5_TP0.5_SL2.0
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-24575.46000000013,0.0,-24575.46000000013,-5709.84000000007,-8138.61473352007,2428.77473352,3433.62,4591.0199999999995,-5709.84000000007,8138.61473352007,10,154320,2,0,E1.5_TP0.5_SL2.0
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-221182.04999999996,-0.0,-221182.04999999996,-42815.49999999977,-60871.68220739976,18056.182207399997,29076.899999999998,23148.599999999995,-42815.49999999977,67945.88194620171,86,161852,0,-40,E1.5_TP0.5_SL2.0
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-106721.99999999919,0.0,-106721.99999999919,146265.7000000012,107290.1875505612,38975.51244944001,54684.0,61308.1,146265.7000000012,66686.32310731828,180,10080,0,-40,E1.5_TP0.5_SL2.0
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,946882.9500000008,0.0,946882.9500000008,49569.15000000061,-46124.866439639336,95694.01643963995,158596.35000000012,325253.39999999985,49569.15000000061,378342.33813726134,470,1562280,0,-40,E1.5_TP0.5_SL2.0
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-824.9999999999,0.0,-824.9999999999,26301.00000000004,21304.518158000043,4996.481841999999,12287.0,18744.0,26301.00000000004,18608.197374800417,24,10560,8,0,E1.5_TP0.5_SL2.0
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E1.5_TP0.5_SL2.0
