UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,17360.00000000022,0.0,17360.00000000022,26520.000000000255,12984.001024000256,13535.998975999999,13780.0,27780.0,26520.000000000255,38169.86465599889,66,52800,31,-1,E2.5_TP1.0_SL1.5
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-232213.01999999984,0.0,-232213.01999999984,-105091.91999999981,-125244.71151513582,20152.791515136003,27970.50000000001,45022.859999999986,-105091.91999999981,136954.1574692657,82,1265424,40,0,E2.5_TP1.0_SL1.5
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-157076.4249999998,-0.0,-157076.4249999998,180601.4250000007,144131.59023993067,36469.83476007001,42556.725000000035,77914.80000000002,180601.4250000007,31703.3244130705,166,312412,40,-2,E2.5_TP1.0_SL1.5
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-121068.99999999935,0.0,-121068.99999999935,42534.0000000014,1328.1090601614123,41205.890939839985,23630.000000000007,24908.8,42534.0000000014,78283.79468528788,182,404768,40,0,E2.5_TP1.0_SL1.5
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-695730.0,0.0,-695730.0,356020.0,275362.32155600004,80657.67844399995,157990.0,136850.0,356020.0,99425.28850799997,370,20720,40,-40,E2.5_TP1.0_SL1.5
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,142403.24999999994,0.0,142403.24999999994,177123.37499999962,150381.18406574964,26742.190934249997,38618.25,68487.375,177123.37499999962,69330.04715505053,172,56760,40,0,E2.5_TP1.0_SL1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,329200.6499999961,0.0,329200.6499999961,34818.899999994814,-10836.504324485191,45655.404324480005,90288.15,99346.04999999999,34818.899999994814,139463.4434781114,218,724632,0,-40,E2.5_TP1.0_SL1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-32244.099999999922,0.0,-32244.099999999922,10285.700000000103,7649.689923160102,2636.0100768400002,4526.0,3438.2999999999997,10285.700000000103,5476.18106992,12,7008,0,-4,E2.5_TP1.0_SL1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-9911.00000000004,0.0,-9911.00000000004,9151.999999999778,2310.3676023997796,6841.6323975999985,16984.0,32296.0,9151.999999999778,74993.62695439944,34,14960,15,0,E2.5_TP1.0_SL1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL1.5
