UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg
LODHA,2025-02-17 11:19:00,2025-09-30 15:29:00,-81614.39999999487,0.0,-81614.39999999487,7304.3500000052445,-18369.84852477476,25674.198524780004,62737.6,33086.44999999999,7304.3500000052445,154246.30682443533,102,141576,0,-40,E2.0_TP1.0_SL1.5
LT,2025-02-17 11:19:00,2025-09-30 15:29:00,-125620.50000000012,0.0,-125620.50000000012,-115797.45000000017,-133604.21472366017,17806.764723660002,12549.599999999997,14354.85,-115797.45000000017,134562.95966736012,80,39840,40,0,E2.0_TP1.0_SL1.5
LTF,2025-02-17 11:19:00,2025-09-30 15:29:00,-361442.8799999995,0.0,-361442.8799999995,-102316.31999999924,-140562.01035993523,38245.69035993601,55999.43999999999,49800.23999999998,-102316.31999999924,151577.48769926338,130,1535040,0,-40,E2.0_TP1.0_SL1.5
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,28798.5,-0.0,28798.5,157541.2999999996,105535.9938638396,52005.306136160005,77650.09999999999,111850.6,157541.2999999996,174569.0139033221,280,81760,40,-1,E2.0_TP1.0_SL1.5
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-17859.999999999767,0.0,-17859.999999999767,62819.99999999998,39501.41341599998,23318.586583999997,26120.0,37620.0,62819.99999999998,60923.96076800193,116,92800,40,-8,E2.0_TP1.0_SL1.5
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-282984.2999999997,0.0,-282984.2999999997,-128394.24000000003,-152149.86253094405,23755.622530944012,35030.64000000001,55632.35999999997,-128394.24000000003,165019.55371377865,98,1512336,40,-1,E2.0_TP1.0_SL1.5
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-421520.95,-0.0,-421520.95,58647.824999999575,7907.922313559611,50739.902686439964,72221.75,100004.77500000001,58647.824999999575,118342.39641823812,236,444152,40,-40,E2.0_TP1.0_SL1.5
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-69694.60000000006,0.0,-69694.60000000006,-66080.59999999969,-104012.87989999968,37932.27989999999,20905.599999999995,22490.199999999986,-66080.59999999969,169214.46393823944,166,369184,40,0,E2.0_TP1.0_SL1.5
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-841796.8999999999,0.0,-841796.8999999999,291898.6000000001,191578.67599696026,100319.92400303985,187599.3,178184.3,291898.6000000001,148795.34163199994,462,25872,33,-40,E2.0_TP1.0_SL1.5
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,26070.624999999935,0.0,26070.624999999935,30458.75000000013,23941.900648750132,6516.849351250001,6268.75,7006.25,30458.75000000013,2575.460949499899,26,76700,2,-1,E2.0_TP1.0_SL1.5
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,191556.74999999985,0.0,191556.74999999985,190810.12499999945,146767.44809594942,44042.67690405004,57667.5,89780.625,190810.12499999945,118613.1091959009,296,97680,40,0,E2.0_TP1.0_SL1.5
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,692804.6999999976,0.0,692804.6999999976,94900.19999999675,14111.2607768967,80788.93922310005,137364.29999999987,208913.40000000002,94900.19999999675,293800.6841693361,394,1309656,0,-40,E2.0_TP1.0_SL1.5
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-218123.9999999968,0.0,-218123.9999999968,43924.100000003324,26336.52451028332,17587.575489720002,25374.8,12621.7,43924.100000003324,34530.19628020332,80,46720,0,-40,E2.0_TP1.0_SL1.5
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-4091.99999999998,0.0,-4091.99999999998,36850.000000000175,26468.567523200174,10381.432476800002,22836.0,45430.0,36850.000000000175,61815.12268799945,50,22000,22,0,E2.0_TP1.0_SL1.5
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.0_TP1.0_SL1.5
