UNDERLYING,start,end,final_realized,final_unrealized,final_equity,final_gross_pnl,final_net_pnl,final_cost_pnl,final_spr_slpg1,final_spr_slpg2,final_own_amount,max_drawdown,total_contracts_traded,total_shares_traded,max_delta_lots,min_delta_lots,cfg
LTIM,2025-02-17 11:20:00,2025-09-30 15:29:00,49698.399999999965,-0.0,49698.399999999965,152423.99999999977,115219.90286447975,37204.09713552001,53633.09999999999,72832.1,152423.99999999977,222671.61957196204,202,58984,40,0,E2.5_TP1.0_SL2.0
LUPIN,2025-02-17 11:19:00,2025-09-30 15:29:00,17360.00000000022,0.0,17360.00000000022,26520.000000000255,12984.001024000256,13535.998975999999,13780.0,27780.0,26520.000000000255,38169.86465599889,66,52800,31,-1,E2.5_TP1.0_SL2.0
SAIL,2025-02-17 11:19:00,2025-09-30 15:29:00,-232213.01999999984,0.0,-232213.01999999984,-104976.17999999985,-125120.87361943185,20144.693619432004,27931.92000000001,41627.819999999985,-104976.17999999985,141960.44700288054,82,1265424,40,0,E2.5_TP1.0_SL2.0
SBICARD,2025-02-17 11:19:00,2025-09-30 15:29:00,-151900.92499999984,-0.0,-151900.92499999984,192222.77500000072,156080.2763023207,36142.49869768,43356.575000000026,78291.20000000001,192222.77500000072,41110.729153890425,164,308648,40,-2,E2.5_TP1.0_SL2.0
SBILIFE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0
SBIN,2025-02-17 11:19:00,2025-09-30 15:29:00,-81731.99999999935,0.0,-81731.99999999935,85012.40000000162,47519.29992968163,37493.10007032,22156.600000000006,23880.200000000015,85012.40000000162,78283.79468528788,166,369184,40,0,E2.5_TP1.0_SL2.0
SHREECEM,2025-02-17 11:19:00,2025-09-30 15:29:00,-695730.0,0.0,-695730.0,364350.0,283692.50117600005,80657.49882399995,158830.0,138180.0,364350.0,99425.28850799997,370,20720,40,-40,E2.5_TP1.0_SL2.0
SHRIRAMFIN,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0
SIEMENS,2025-02-17 11:19:00,2025-09-30 15:29:00,146511.74999999988,0.0,146511.74999999988,179722.12499999965,153551.36237924965,26170.762620749996,37026.0,67134.375,179722.12499999965,69330.04715505053,168,55440,40,0,E2.5_TP1.0_SL2.0
SOLARINDS,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0
SONACOMS,2025-02-17 11:19:00,2025-09-30 15:29:00,342371.99999999546,0.0,342371.99999999546,47325.44999999413,-4037.0504527258818,51362.500452720014,99719.99999999999,111312.45000000003,47325.44999999413,132663.9896063521,246,817704,0,-40,E2.5_TP1.0_SL2.0
SRF,2025-02-17 11:20:00,2025-09-30 15:29:00,-32244.099999999922,0.0,-32244.099999999922,10285.700000000103,7649.689923160102,2636.0100768400002,4526.0,3438.2999999999997,10285.700000000103,5476.18106992,12,7008,0,-4,E2.5_TP1.0_SL2.0
SUNPHARMA,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0
SUPREMEIND,2025-02-17 11:19:00,2025-09-30 15:29:00,-9570.0000000001,0.0,-9570.0000000001,10559.999999999698,3312.0317515996994,7247.968248399999,17908.0,34210.0,10559.999999999698,86411.62695439937,36,15840,17,0,E2.5_TP1.0_SL2.0
SUZLON,2025-08-01 11:25:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0
SYNGENE,2025-02-17 11:19:00,2025-09-30 15:29:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,E2.5_TP1.0_SL2.0
